year,movie,movie_id,certificate,duration,genre,rate,metascore,synopsis,votes,gross,release_date,user_reviews,critic_reviews,popularity,awards_wins,awards_nominations,Oscar_Best_Picture_won,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Director_nominated,Oscar_Best_Actor_won,Oscar_Best_Actor_nominated,Oscar_Best_Actress_won,Oscar_Best_Actress_nominated,Oscar_Best_Supporting_Actor_won,Oscar_Best_Supporting_Actor_nominated,Oscar_Best_Supporting_Actress_won,Oscar_Best_Supporting_Actress_nominated,Oscar_Best_AdaScreen_won,Oscar_Best_AdaScreen_nominated,Oscar_Best_OriScreen_won,Oscar_Best_OriScreen_nominated,Oscar_nominated,Oscar_nominated_categories,Golden_Globes_won,Golden_Globes_won_categories,Golden_Globes_nominated,Golden_Globes_nominated_categories,BAFTA_won,BAFTA_won_categories,BAFTA_nominated,BAFTA_nominated_categories,Screen_Actors_Guild_won,Screen_Actors_Guild_won_categories,Screen_Actors_Guild_nominated,Screen_Actors_Guild_nominated_categories,Critics_Choice_won,Critics_Choice_won_categories,Critics_Choice_nominated,Critics_Choice_nominated_categories,Directors_Guild_won,Directors_Guild_won_categories,Directors_Guild_nominated,Directors_Guild_nominated_categories,Producers_Guild_won,Producers_Guild_won_categories,Producers_Guild_nominated,Producers_Guild_nominated_categories,Art_Directors_Guild_won,Art_Directors_Guild_won_categories,Art_Directors_Guild_nominated,Art_Directors_Guild_nominated_categories,Writers_Guild_won,Writers_Guild_won_categories,Writers_Guild_nominated,Writers_Guild_nominated_categories,Costume_Designers_Guild_won,Costume_Designers_Guild_won_categories,Costume_Designers_Guild_nominated,Costume_Designers_Guild_nominated_categories,Online_Film_Television_Association_won,Online_Film_Television_Association_won_categories,Online_Film_Television_Association_nominated,Online_Film_Television_Association_nominated_categories,Online_Film_Critics_Society_won,Online_Film_Critics_Society_won_categories,Online_Film_Critics_Society_nominated,Online_Film_Critics_Society_nominated_categories,People_Choice_won,People_Choice_won_categories,People_Choice_nominated,People_Choice_nominated_categories,London_Critics_Circle_Film_won,London_Critics_Circle_Film_won_categories,London_Critics_Circle_Film_nominated,London_Critics_Circle_Film_nominated_categories,American_Cinema_Editors_won,American_Cinema_Editors_won_categories,American_Cinema_Editors_nominated,American_Cinema_Editors_nominated_categories,Hollywood_Film_won,Hollywood_Film_won_categories,Hollywood_Film_nominated,Hollywood_Film_nominated_categories,Austin_Film_Critics_Association_won,Austin_Film_Critics_Association_won_categories,Austin_Film_Critics_Association_nominated,Austin_Film_Critics_Association_nominated_categories,Denver_Film_Critics_Society_won,Denver_Film_Critics_Society_won_categories,Denver_Film_Critics_Society_nominated,Denver_Film_Critics_Society_nominated_categories,Boston_Society_of_Film_Critics_won,Boston_Society_of_Film_Critics_won_categories,Boston_Society_of_Film_Critics_nominated,Boston_Society_of_Film_Critics_nominated_categories,New_York_Film_Critics_Circle_won,New_York_Film_Critics_Circle_won_categories,New_York_Film_Critics_Circle_nominated,New_York_Film_Critics_Circle_nominated_categories,Los_Angeles_Film_Critics_Association_won,Los_Angeles_Film_Critics_Association_won_categories,Los_Angeles_Film_Critics_Association_nominated,Los_Angeles_Film_Critics_Association_nominated_categories,release_date.year,release_date.month,release_date.day-of-month,release_date.day-of-week
2013,Frozen,tt2294629,PG,102,Animation|Adventure|Comedy,7.5,74,"When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister, Anna, teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.",438504,400740000,2013-11-27,927,417,283,12,22,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,"Best Achievement in Music Written for Motion Pictures, Original Song|Best Animated Feature Film of the Year",1,Best Animated Feature Film,2,Best Original Song - Motion Picture|Best Animated Feature Film,2,Best Animated Film|BAFTA Kids Vote - Feature Film,3,Best Feature Film|Best Animated Film|BAFTA Kids Vote - Feature Film,0,,0,,2,Best Song|Best Animated Feature,2,Best Song|Best Animated Feature,0,,0,,1,Outstanding Producer of Animated Theatrical Motion Pictures,1,Outstanding Producer of Animated Theatrical Motion Pictures,0,,0,,0,,0,,0,,0,,2,"Best Music, Original Song|Best Animated Picture",5,"Most Cinematic Moment|Best Voice-Over Performance|Best Voice-Over Performance|Best Music, Original Song|Best Animated Picture",0,,1,Best Animated Feature,0,,1,Favorite Year End Movie,0,,0,,1,Best Edited Animated Feature Film,1,Best Edited Animated Feature Film,0,,0,,1,Best Animated Film,1,Best Animated Film,2,Best Animated Film|Best Original Song,3,Best Original Score|Best Animated Film|Best Original Song,0,,1,Best Animated Film,0,,1,Best Animated Film,0,,0,,2013,11,27,3
2013,Olympus Has Fallen,tt2302755,R,119,Action|Thriller,6.5,41,"Disgraced Secret Service agent (and former presidential guard) Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack; using his inside knowledge, Banning works with national security to rescue the President from his kidnappers.",210461,98900000,2013-03-22,705,362,1170,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2013,3,22,5
2013,Mandela: Long Walk to Freedom,tt2304771,PG-13,141,Biography|Drama|History,7.1,60,A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,22175,8320000,2013-12-25,108,212,,1,7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,"Best Achievement in Music Written for Motion Pictures, Original Song",1,Best Original Song - Motion Picture,3,Best Original Score - Motion Picture|Best Performance by an Actor in a Motion Picture - Drama|Best Original Song - Motion Picture,0,,0,,0,,0,,0,,1,Best Song,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,British Actress of the Year|Supporting Actress of the Year,0,,0,,0,,0,,0,,0,,0,,1,Best Original Song,0,,0,,0,,0,,0,,0,,2013,12,25,3
2014,Wild,tt2305051,R,115,Adventure|Biography|Drama,7.1,76,"A chronicle of one woman's 1,100-mile solo hike undertaken as a way to recover from a recent personal tragedy.",92465,37880000,2014-12-19,257,351,840,1,12,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,2,Best Performance by an Actress in a Supporting Role|Best Performance by an Actress in a Leading Role,0,,1,Best Performance by an Actress in a Motion Picture - Drama,0,,1,Best Leading Actress,0,,1,Outstanding Performance by a Female Actor in a Leading Role,0,,2,Best Adapted Screenplay|Best Actress,0,,0,,0,,0,,0,,0,,0,,1,Best Adapted Screenplay,0,,1,Excellence in Contemporary Film,0,,2,"Best Writing, Screenplay Based on Material from Another Medium|Best Actress",0,,0,,0,,0,,0,,0,,0,,0,,1,Best Breakthrough Director,1,Best Breakthrough Director,0,,0,,0,,2,Best Adapted Screenplay|Best Actress,0,,0,,0,,0,,0,,0,,2014,12,19,5
2014,The Hobbit: The Battle of the Five Armies,tt2310332,PG-13,144,Adventure|Fantasy,7.4,59,Bilbo and Company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.,373125,255110000,2014-12-17,815,425,495,0,12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Achievement in Sound Editing,0,,0,,0,,1,Best Special Visual Effects,0,,1,Outstanding Action Performance by a Stunt Ensemble in a Motion Picture,0,,2,Best Visual Effects|Best Hair & Makeup,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Excellence in Fantasy Film,0,,6,"Best Movie Poster|Best Visual Effects|Best Sound Effects Editing|Best Sound Mixing|Best Production Design|Best Music, Original Song",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Original Song,0,,0,,0,,0,,0,,0,,2014,12,17,3
2015,Fifty Shades of Grey,tt2322441,R,125,Drama|Romance|Thriller,4.1,46,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",229232,166150000,2015-02-13,1379,369,109,0,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,"Best Achievement in Music Written for Motion Pictures, Original Song",0,,1,Best Original Song - Motion Picture,0,,0,,0,,0,,0,,1,Best Song,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Favorite Dramatic Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2015,2,13,5
2018,Mary Queen of Scots,tt2328900,R,124,Biography|Drama|History,6.5,60,"Mary Stuart's attempt to overthrow her cousin Elizabeth I, Queen of England, finds her condemned to years of imprisonment before facing execution.",5558,16120000,2018-12-21,151,136,33,1,9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,Best Achievement in Costume Design|Best Achievement in Makeup and Hairstyling,0,,0,,0,,3,Best Costume Design|Best Make Up/Hair|Best Supporting Actress,0,,1,Outstanding Performance by a Female Actor in a Supporting Role,0,,2,Best Costume Design|Best Hair & Makeup,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Excellence in Period Film,0,,1,Best Costume Design,0,,0,,0,,0,,0,,0,,0,,0,,1,Make-Up and Hairstyling of the Year,1,Make-Up and Hairstyling of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2018,12,21,5
2014,The Expendables 3,tt2333784,PG-13,126,Action|Adventure|Thriller,6.1,35,"Barney augments his team with new blood for a personal battle: to take down Conrad Stonebanks, the Expendables co-founder and notorious arms trader who is hell bent on wiping out Barney and every single one of his associates.",133235,39290000,2014-08-15,357,324,1019,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2014,8,15,5
2013,Blue Jasmine,tt2334873,PG-13,98,Drama,7.3,78,"A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",156398,33404871,2013-08-23,396,420,2076,12,27,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,3,Best Original Screenplay|Best Performance by an Actress in a Supporting Role|Best Performance by an Actress in a Leading Role,1,Best Performance by an Actress in a Motion Picture - Drama,2,Best Performance by an Actress in a Supporting Role in a Motion Picture|Best Performance by an Actress in a Motion Picture - Drama,1,Best Leading Actress,3,Best Supporting Actress|Best Original Screenplay|Best Leading Actress,1,Outstanding Performance by a Female Actor in a Leading Role,1,Outstanding Performance by a Female Actor in a Leading Role,1,Best Actress,2,Best Original Screenplay|Best Actress,0,,0,,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,1,Contemporary Film,0,,1,Best Original Screenplay,1,Excellence in Contemporary Film,1,Excellence in Contemporary Film,1,Best Actress,3,"Best Writing, Screenplay Written Directly for the Screen|Best Supporting Actress|Best Actress",1,Best Actress,3,Best Original Screenplay|Best Supporting Actress|Best Actress,0,,0,,1,Actress of the Year,4,British Actress of the Year|Supporting Actress of the Year|Film of the Year|Actress of the Year,0,,0,,0,,0,,0,,0,,1,Best Actress,2,Best Original Screenplay|Best Actress,1,Best Actress,1,Best Actress,1,Best Actress,1,Best Actress,1,Best Actress,1,Best Actress,2013,8,23,5
2013,White House Down,tt2334879,PG-13,131,Action|Drama|Thriller,6.4,52,"While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.",169764,73100000,2013-06-28,438,340,1140,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Favorite Thriller Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2013,6,28,5
2013,The Great Beauty,tt2358891,Not Rated,141,Drama,7.7,86,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",59670,2840000,2014-03-14,127,280,2341,2,11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Foreign Language Film of the Year,1,Best Foreign Language Film,1,Best Foreign Language Film,1,Best Film not in the English Language,1,Best Film not in the English Language,0,,0,,0,,1,Best Foreign Language Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Foreign Language Film,0,,1,Best Cinematography,0,,0,,0,,3,Director of the Year|Foreign Language Film of the Year|Film of the Year,0,,0,,0,,0,,0,,0,,0,,1,Best Foreign Language Film,0,,0,,0,,1,Best Foreign Language Film,0,,1,Best Foreign Film,2014,3,14,5
2016,Live by Night,tt2361317,R,129,Crime|Drama,6.8,48,"A group of Boston-bred gangsters set up shop in balmy Florida during the Prohibition era, facing off against the competition and the Ku Klux Klan.",5208,5610000,2017-01-13,59,158,12,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Production Design,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2017,1,13,5
2015,The Intern,tt2361509,PG-13,121,Comedy|Drama,7.1,51,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",151093,75270000,2015-09-25,334,246,507,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Actor in a Comedy,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2015,9,25,5
2015,Spectre,tt2379713,PG-13,148,Action|Adventure|Thriller,6.8,60,"A cryptic message from Bond's past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",297783,200070000,2015-11-06,1019,619,246,1,7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,"Best Achievement in Music Written for Motion Pictures, Original Song",1,Best Original Song - Motion Picture,1,Best Original Song - Motion Picture,0,,0,,0,,0,,0,,2,Best Song|Best Actor in an Action Movie,0,,0,,0,,0,,0,,1,Contemporary Film,0,,0,,0,,0,,0,,2,"Best Titles Sequence|Best Music, Original Song",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Original Song,0,,0,,0,,0,,0,,0,,2015,11,6,5
2017,Coco,tt2380307,PG,105,Animation|Adventure|Comedy,8.7,81,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",73974,202700000,2017-11-21,293,295,25,16,22,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,Best Animated Feature Film|Best Achievement in Music Written for Motion Pictures (Original Song),1,Best Motion Picture - Animated,2,Best Original Song - Motion Picture|Best Motion Picture - Animated,1,Best Animated Feature Film,1,Best Animated Feature Film,0,,0,,2,Best Song|Best Animated Feature,2,Best Song|Best Animated Feature,0,,0,,1,Outstanding Producer of Animated Theatrical Motion Pictures,1,Outstanding Producer of Animated Theatrical Motion Pictures,1,Animated Film,1,Animated Film,0,,0,,0,,0,,2,"Best Music, Original Song|Best Animated Picture",6,"Most Cinematic Moment|Best Music, Adapted Song|Best Voice-Over Performance|Best Voice-Over Performance|Best Music, Original Song|Best Animated Picture",1,Best Animated Feature,1,Best Animated Feature,0,,0,,0,,0,,1,Best Edited Animated Feature Film,1,Best Edited Animated Feature Film,1,Animation of the Year,1,Animation of the Year,1,Best Animated Film,1,Best Animated Film,2,Best Original Song|Best Animated Film,2,Best Original Song|Best Animated Film,1,Best Animated Film,1,Best Animated Film,1,Best Animated Film,1,Best Animated Film,0,,1,Best Animation,2017,11,21,2
2015,Brooklyn,tt2381111,PG-13,117,Drama|Romance,7.5,87,"An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.",88755,38317535,2015-11-25,242,364,310,4,37,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,3,Best Adapted Screenplay|Best Performance by an Actress in a Leading Role|Best Motion Picture of the Year,0,,1,Best Performance by an Actress in a Motion Picture - Drama,1,,6,Best Makeup and Hair|Best Costume Design|Best Adapted Screenplay|Best Supporting Actress|Best Leading Actress|,0,,1,Outstanding Performance by a Female Actor in a Leading Role,0,,5,Best Costume Design|Best Art Direction|Best Adapted Screenplay|Best Actress|Best Picture,0,,0,,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,0,,0,,0,,0,,1,Excellence in Period Film,1,Best Casting,9,"Best Movie Poster|Best Costume Design|Best Writing, Screenplay Based on Material from Another Medium|Best Ensemble|Best Picture|Best Production Design|Best Breakthrough Performance: Male|Best Actress|Best Casting",0,,3,Best Adapted Screenplay|Best Actress|Best Picture,0,,0,,1,British/Irish Actress of the Year,4,Screenwriter of the Year|Actress of the Year|British/Irish Film of the Year|British/Irish Actress of the Year,0,,0,,0,,0,,0,,1,Best Actress,0,,2,Best Adapted Screenplay|Best Actress,0,,1,Best Actress,1,Best Actress,1,Best Actress,0,,1,Best Actress,2015,11,25,3
2015,Mission: Impossible - Rogue Nation,tt2381249,PG-13,131,Action|Adventure|Thriller,7.4,75,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",248632,195000000,2015-07-31,449,472,448,0,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,1,Outstanding Action Performance by a Stunt Ensemble in a Motion Picture,0,,3,Best Actress in an Action Movie|Best Actor in an Action Movie|Best Action Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,Best Movie Trailer|Best Breakthrough Performance: Female|Best Stunt Coordination,0,,0,,0,,0,,0,,1,Technical Achievement of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2015,7,31,5
2015,Focus,tt2381941,R,105,Comedy|Crime|Drama,6.6,56,"In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.",159964,53850000,2015-02-27,228,282,433,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2015,2,27,5
2019,How to Train Your Dragon: The Hidden World,tt2386490,PG,104,Animation|Action|Adventure,7.5,71,"When Hiccup discovers Toothless isn't the only Night Fury, he must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.",85420,,2019-02-22,642,205,602,0,10,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Animated Feature Film,0,,1,Best Motion Picture - Animated,0,,0,,0,,0,,0,,1,Best Animated Feature,0,,0,,0,,1,Outstanding Producer of Animated Theatrical Motion Pictures,0,,1,Animated Film,0,,0,,0,,0,,0,,2,Best Voice-Over Performance|Best Animated Picture,0,,1,Best Animated Feature,0,,2,Favorite Animated Movie Star|Favorite Family Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Animated Film,0,,0,,0,,0,,0,,0,,2019,2,22,5
2016,Keeping Up with the Joneses,tt2387499,PG-13,105,Action|Comedy,5.8,34,A suburban couple becomes embroiled in an international espionage plot when they discover that their seemingly perfect new neighbors are government spies.,15330,14900000,2016-10-21,42,74,57,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2016,10,21,5
2015,Avengers: Age of Ultron,tt2395427,PG-13,141,Action|Adventure|Sci-Fi,7.4,66,"When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's Mightiest Heroes to stop the villainous Ultron from enacting his terrible plans.",494557,458990000,2015-05-01,1124,648,220,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Favorite Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2015,5,1,5
2017,Mudbound,tt2396589,R,134,Drama,7.5,85,"Two men return home from World War II to work on a farm in rural Mississippi, where they struggle to deal with racism and adjusting to life after war.",13882,,,74,124,56,3,22,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,4,Best Achievement in Music Written for Motion Pictures (Original Song)|Best Achievement in Cinematography|Best Adapted Screenplay|Best Performance by an Actress in a Supporting Role,0,,2,Best Original Song - Motion Picture|Best Performance by an Actress in a Supporting Role in a Motion Picture,0,,0,,0,,2,Outstanding Performance by a Cast in a Motion Picture|Outstanding Performance by a Female Actor in a Supporting Role,0,,4,Best Cinematography|Best Adapted Screenplay|Best Acting Ensemble|Best Supporting Actress,0,,0,,0,,0,,0,,0,,0,,1,Adapted Screenplay,0,,0,,0,,5,"Best Cinematography|Best Writing, Screenplay Based on Material from Another Medium|Best Ensemble|Best Breakthrough Performance: Female|Best Picture",0,,3,Best Ensemble|Best Cinematography|Best Supporting Actress,0,,0,,0,,0,,0,,0,,2,Breakthrough Actress|Breakthrough Ensemble,2,Breakthrough Actress|Breakthrough Ensemble,0,,0,,0,,1,Best Supporting Actress,0,,0,,1,Best Cinematographer,1,Best Cinematographer,0,,1,Best Supporting Actress,,,,
2015,The Invitation,tt2400463,Not Rated,100,Drama|Mystery|Thriller,6.7,74,"While attending a dinner party at his former home, a man thinks his ex-wife and her new husband have sinister intentions for their guests.",34119,230000,2016-04-08,148,190,531,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2016,4,8,5
2015,Anomalisa,tt2401878,R,90,Animation|Comedy|Drama,7.3,88,A man crippled by the mundanity of his life experiences something out of the ordinary.,41612,3440000,2016-01-21,159,347,1227,3,16,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Animated Feature Film of the Year,0,,1,Best Motion Picture - Animated,0,,0,,0,,0,,0,,1,Best Animated Feature,0,,0,,0,,1,Outstanding Producer of Animated Theatrical Motion Pictures,0,,0,,0,,0,,0,,0,,0,,3,"Best Voice-Over Performance|Best Music, Adapted Song|Best Animated Picture",0,,1,Best Animated Feature,0,,0,,0,,0,,0,,1,Best Edited Animated Feature Film,0,,0,,0,,3,Best Film|Best Animated Film|Best Adapted Screenplay,0,,1,Best Animated Film,1,Best Animated Film,1,Best Animated Film,0,,0,,2,Best Animation|Best Music,3,Best Screenplay|Best Animation|Best Music,2016,1,21,4
2014,The November Man,tt2402157,R,108,Action|Crime|Thriller,6.3,38,An ex-CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.,52584,24980000,2014-08-27,154,175,2145,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2014,8,27,3
2015,Carol,tt2402927,R,118,Drama|Romance,7.2,95,An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.,73753,250000,2016-01-15,245,417,801,12,69,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,6,"Best Achievement in Music Written for Motion Pictures, Original Score|Best Achievement in Costume Design|Best Achievement in Cinematography|Best Adapted Screenplay|Best Performance by an Actress in a Supporting Role|Best Performance by an Actress in a Leading Role",0,,5,Best Original Score - Motion Picture|Best Director - Motion Picture|Best Performance by an Actress in a Motion Picture - Drama|Best Performance by an Actress in a Motion Picture - Drama|Best Motion Picture - Drama,0,,9,David Lean Award for Direction|Best Film|Best Makeup and Hair|Best Costume Design|Best Production Design|Best Cinematography|Best Adapted Screenplay|Best Supporting Actress|Best Leading Actress,0,,2,Outstanding Performance by a Female Actor in a Supporting Role|Outstanding Performance by a Female Actor in a Leading Role,0,,9,Best Score|Best Hair & Makeup|Best Costume Design|Best Art Direction|Best Cinematography|Best Director|Best Supporting Actress|Best Actress|Best Picture,0,,0,,0,,0,,0,,0,,0,,1,Best Adapted Screenplay,0,,1,Excellence in Period Film,0,,10,"Best Production Design|Best Cinematography|Best Writing, Screenplay Based on Material from Another Medium|Best Director|Best Casting|Best Actress|Best Actress|Best Picture|Best Costume Design|Best Music, Original Score",3,Best Adapted Screenplay|Best Supporting Actress|Best Actress,6,Best Cinematography|Best Director|Best Picture|Best Adapted Screenplay|Best Supporting Actress|Best Actress,0,,0,,1,Technical Achievement of the Year,7,Technical Achievement of the Year|Screenwriter of the Year|Director of the Year|Actress of the Year|Actress of the Year|Film of the Year|Technical Achievement of the Year,0,,0,,0,,0,,1,Best Cinematography,7,Best Score|Best Adapted Screenplay|Best Actress|Best Actress|Best Director|Best Film|Best Cinematography,0,,1,Best Actress,2,Best Cinematography|Best Director,3,Best Screenplay|Best Cinematography|Best Director,4,Best Cinematographer|Best Screenplay|Best Director|Best Film,4,Best Cinematographer|Best Screenplay|Best Director|Best Film,1,Best Music,4,Best Production Design|Best Cinematography|Best Director|Best Music,2016,1,15,5
