year,movie,movie_id,certificate,duration,genre,rate,metascore,synopsis,votes,gross,release_date,user_reviews,critic_reviews,popularity,awards_wins,awards_nominations,Oscar_Best_Picture_won,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Director_nominated,Oscar_Best_Actor_won,Oscar_Best_Actor_nominated,Oscar_Best_Actress_won,Oscar_Best_Actress_nominated,Oscar_Best_Supporting_Actor_won,Oscar_Best_Supporting_Actor_nominated,Oscar_Best_Supporting_Actress_won,Oscar_Best_Supporting_Actress_nominated,Oscar_Best_AdaScreen_won,Oscar_Best_AdaScreen_nominated,Oscar_Best_OriScreen_won,Oscar_Best_OriScreen_nominated,Oscar_nominated,Oscar_nominated_categories,Golden_Globes_won,Golden_Globes_won_categories,Golden_Globes_nominated,Golden_Globes_nominated_categories,BAFTA_won,BAFTA_won_categories,BAFTA_nominated,BAFTA_nominated_categories,Screen_Actors_Guild_won,Screen_Actors_Guild_won_categories,Screen_Actors_Guild_nominated,Screen_Actors_Guild_nominated_categories,Critics_Choice_won,Critics_Choice_won_categories,Critics_Choice_nominated,Critics_Choice_nominated_categories,Directors_Guild_won,Directors_Guild_won_categories,Directors_Guild_nominated,Directors_Guild_nominated_categories,Producers_Guild_won,Producers_Guild_won_categories,Producers_Guild_nominated,Producers_Guild_nominated_categories,Art_Directors_Guild_won,Art_Directors_Guild_won_categories,Art_Directors_Guild_nominated,Art_Directors_Guild_nominated_categories,Writers_Guild_won,Writers_Guild_won_categories,Writers_Guild_nominated,Writers_Guild_nominated_categories,Costume_Designers_Guild_won,Costume_Designers_Guild_won_categories,Costume_Designers_Guild_nominated,Costume_Designers_Guild_nominated_categories,Online_Film_Television_Association_won,Online_Film_Television_Association_won_categories,Online_Film_Television_Association_nominated,Online_Film_Television_Association_nominated_categories,Online_Film_Critics_Society_won,Online_Film_Critics_Society_won_categories,Online_Film_Critics_Society_nominated,Online_Film_Critics_Society_nominated_categories,People_Choice_won,People_Choice_won_categories,People_Choice_nominated,People_Choice_nominated_categories,London_Critics_Circle_Film_won,London_Critics_Circle_Film_won_categories,London_Critics_Circle_Film_nominated,London_Critics_Circle_Film_nominated_categories,American_Cinema_Editors_won,American_Cinema_Editors_won_categories,American_Cinema_Editors_nominated,American_Cinema_Editors_nominated_categories,Hollywood_Film_won,Hollywood_Film_won_categories,Hollywood_Film_nominated,Hollywood_Film_nominated_categories,Austin_Film_Critics_Association_won,Austin_Film_Critics_Association_won_categories,Austin_Film_Critics_Association_nominated,Austin_Film_Critics_Association_nominated_categories,Denver_Film_Critics_Society_won,Denver_Film_Critics_Society_won_categories,Denver_Film_Critics_Society_nominated,Denver_Film_Critics_Society_nominated_categories,Boston_Society_of_Film_Critics_won,Boston_Society_of_Film_Critics_won_categories,Boston_Society_of_Film_Critics_nominated,Boston_Society_of_Film_Critics_nominated_categories,New_York_Film_Critics_Circle_won,New_York_Film_Critics_Circle_won_categories,New_York_Film_Critics_Circle_nominated,New_York_Film_Critics_Circle_nominated_categories,Los_Angeles_Film_Critics_Association_won,Los_Angeles_Film_Critics_Association_won_categories,Los_Angeles_Film_Critics_Association_nominated,Los_Angeles_Film_Critics_Association_nominated_categories,release_date.year,release_date.month,release_date.day-of-month,release_date.day-of-week
2014,The Imitation Game,tt2084970,PG-13,114,Biography|Drama|Thriller,8.1,73,"During World War II, mathematician Alan Turing tries to crack the enigma code with help from fellow mathematicians.",511321,91120000,2014-12-25,634,456,217,6,45,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,8,"Best Achievement in Production Design|Best Achievement in Music Written for Motion Pictures, Original Score|Best Achievement in Film Editing|Best Achievement in Directing|Best Performance by an Actress in a Supporting Role|Best Performance by an Actor in a Leading Role|Best Motion Picture of the Year|Best Adapted Screenplay",0,,5,Best Original Score - Motion Picture|Best Screenplay - Motion Picture|Best Performance by an Actress in a Supporting Role in a Motion Picture|Best Performance by an Actor in a Motion Picture - Drama|Best Motion Picture - Drama,0,,9,Best Film|Best Sound|Best Production Design|Best Costume Design|Best Editing|Best Adapted Screenplay|Best Supporting Actress|Best Leading Actor|,0,,3,Outstanding Performance by a Cast in a Motion Picture|Outstanding Performance by a Female Actor in a Supporting Role|Outstanding Performance by a Male Actor in a Leading Role,0,,6,Best Acting Ensemble|Best Score|Best Adapted Screenplay|Best Supporting Actress|Best Actor|Best Picture,0,,1,Outstanding Directorial Achievement in Feature Film,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,1,Period Film,1,Best Adapted Screenplay,1,Best Adapted Screenplay,0,,1,Excellence in Period Film,0,,6,"Best Music, Original Score|Best Writing, Screenplay Based on Material from Another Medium|Best Casting|Best Picture|Best Ensemble|Best Actor",0,,0,,0,,0,,1,Young British Performer of the Year,5,British Actress of the Year|British Actor of the Year|Actor of the Year|British Film of the Year|Young British Performer of the Year,0,,1,Best Edited Feature Film - Dramatic,4,Supporting Actress of the Year|Actor of the Year|Director of the Year|Composer of the Year,4,Supporting Actress of the Year|Actor of the Year|Director of the Year|Composer of the Year,0,,1,Best Film,0,,0,,0,,0,,0,,0,,0,,0,,2014,12,25,4
2016,Assassin's Creed,tt2094766,PG-13,115,Action|Adventure|Fantasy,6.4,36,"When Callum Lynch explores the memories of his ancestor Aguilar and gains the skills of a Master Assassin, he discovers he is a descendant of the secret Assassins society.",44969,51200000,2016-12-21,286,243,23,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2016,12,21,3
2015,Inside Out,tt2096673,PG,95,Animation|Adventure|Comedy,8.2,94,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",388047,356450000,2015-06-19,796,544,372,14,34,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,Best Original Screenplay|Best Animated Feature Film of the Year,1,Best Motion Picture - Animated,1,Best Motion Picture - Animated,1,Best Animated Film,2,Best Original Screenplay|Best Animated Film,0,,0,,1,Best Animated Feature,3,Best Comedy|Best Original Screenplay|Best Animated Feature,0,,0,,1,Outstanding Producer of Animated Theatrical Motion Pictures,1,Outstanding Producer of Animated Theatrical Motion Pictures,0,,0,,0,,0,,0,,0,,2,Best Voice-Over Performance|Best Animated Picture,8,"Best Movie Trailer|Most Cinematic Moment|Best Voice-Over Performance|Best Picture|Best Writing, Screenplay Written Directly for the Screen|Best Voice-Over Performance|Best Voice-Over Performance|Best Animated Picture",1,Best Animated Feature,3,Best Original Screenplay|Best Picture|Best Animated Feature,0,,2,Favorite Family Movie|Favorite Movie,0,,1,Film of the Year,1,Best Edited Animated Feature Film,1,Best Edited Animated Feature Film,1,Animation of the Year,1,Animation of the Year,2,Best Animated Film|Best Original Screenplay,4,Best Film|Best Score|Best Animated Film|Best Original Screenplay,1,Best Animated Film,4,Best Original Screenplay|Best Comedy Film|Best Picture|Best Animated Film,1,Best Animated Film,1,Best Animated Film,1,Best Animated Film,1,Best Animated Film,0,,1,Best Animation,2015,6,19,5
2012,Spring Breakers,tt2101441,R,94,Crime|Drama,5.3,63,"Four college girls hold up a restaurant in order to fund their spring break vacation. While partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer.",112039,14120000,2013-03-22,562,445,750,1,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Supporting Actor,0,,0,,0,,1,Best Supporting Actor,1,Best Supporting Actor,1,Best Supporting Actor,2013,3,22,5
2014,Dawn of the Planet of the Apes,tt2103281,PG-13,130,Action|Adventure|Drama,7.6,79,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,329334,208540000,2014-07-11,620,524,1095,2,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Achievement in Visual Effects,0,,0,,0,,1,Best Special Visual Effects,0,,0,,1,Best Visual Effects,2,Best Sci-Fi/Horror Movie|Best Visual Effects,0,,0,,0,,0,,0,,1,Fantasy Film,0,,0,,0,,0,,0,,2,Best Stunt Coordination|Best Visual Effects,0,,0,,0,,0,,0,,1,Technical Achievement of the Year,0,,0,,0,,0,,0,,0,,1,Best Science-Fiction/Horror Film,1,Best Science-Fiction/Horror Film,0,,0,,0,,0,,0,,0,,2014,7,11,5
2012,The Hunt,tt2106476,R,115,Drama,8.3,76,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",185009,610000,2013-01-10,257,352,799,0,7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Foreign Language Film of the Year,0,,1,Best Foreign Language Film,0,,1,Best Film not in the English Language,0,,0,,0,,1,Best Foreign Language Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Foreign Language Film,0,,1,Best Actor,0,,0,,0,,1,Actor of the Year,0,,0,,0,,0,,0,,0,,0,,1,Best Foreign Language Film,0,,0,,0,,0,,0,,0,,2013,1,10,4
2014,Transformers: Age of Extinction,tt2109248,PG-13,165,Action|Adventure|Sci-Fi,5.7,32,"Autobots must escape sight from a bounty hunter who has taken control of the human serendipity: Unexpectedly, Optimus Prime and his remaining gang turn to a mechanic, his daughter, and her back street racing boyfriend for help.",249971,245430000,2014-06-27,931,384,225,1,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Visual Effects of the Year,1,Visual Effects of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2014,6,27,5
2013,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,tt2113681,R,114,Adventure|Comedy,7.1,58,"After living a long and colorful life, Allan Karlsson finds himself stuck in a nursing home. On his 100th birthday, he leaps out a window and begins an unexpected journey.",28557,940000,2015-05-08,43,143,2933,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Achievement in Makeup and Hairstyling,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2015,5,8,5
2016,Hacksaw Ridge,tt2119532,R,139,Drama|History|War,8.5,71,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot.",51138,65090000,2016-11-04,246,257,14,8,32,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,6,Best Achievement in Sound Editing|Best Achievement in Directing|Best Performance by an Actor in a Leading Role|Best Motion Picture of the Year|Best Achievement in Sound Mixing|Best Achievement in Film Editing,0,,3,Best Director - Motion Picture|Best Performance by an Actor in a Motion Picture - Drama|Best Motion Picture - Drama,1,Best Editing,5,Best Sound|Best Make Up/Hair|Best Screenplay (Adapted)|Best Leading Actor|Best Editing,1,Outstanding Action Performance by a Stunt Ensemble in a Film,2,Outstanding Action Performance by a Stunt Ensemble in a Film|Outstanding Performance by a Male Actor in a Leading Role,2,Best Actor in an Action Movie|Best Action Movie,7,Best Hair & Makeup|Best Editing|Best Director|Best Actor|Best Picture|Best Actor in an Action Movie|Best Action Movie,0,,0,,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,1,Period Film,0,,0,,0,,0,,0,,5,Best Sound Mixing|Best Sound Effects Editing|Best Picture|Best Film Editing|Best Actor,0,,0,,0,,0,,1,British/Irish Actor of the Year,2,British/Irish Actor of the Year|Actor of the Year,0,,1,Best Edited Feature Film - Dramatic,3,Director of the Year|Make-Up and Hairstyling of the Year|Editor of the Year,3,Director of the Year|Make-Up and Hairstyling of the Year|Editor of the Year,0,,0,,0,,1,Best Actor,0,,1,Best Film Editing,0,,0,,0,,0,,2016,11,4,5
2012,Beasts of the Southern Wild,tt2125435,PG-13,93,Drama|Fantasy,7.3,86,"Faced with both her hot-tempered father's fading health and melting ice-caps that flood her ramshackle bayou community and unleash ancient aurochs, six-year-old Hushpuppy must learn the ways of courage and love.",71897,12784397,2012-07-05,273,664,4553,8,25,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,4,Best Adapted Screenplay|Best Achievement in Directing|Best Performance by an Actress in a Leading Role|Best Motion Picture of the Year,0,,0,,0,,1,Best Adapted Screenplay,0,,0,,1,Best Young Actor/Actress,3,Best Actress|Best Picture|Best Young Actor/Actress,0,,0,,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,0,,0,,0,,0,,1,Excellence in Contemporary Film,2,Best Feature Debut|Best Breakthrough Performance - Female,5,Best Breakthrough Performance - Male|Best Youth Performance|Best Actress|Best Feature Debut|Best Breakthrough Performance - Female,0,,3,Best Supporting Actor|Best Adapted Screenplay|Best Actress,0,,0,,0,,2,Film of the Year|Technical Achievement of the Year,0,,0,,0,,0,,2,|Best First Film,3,Best Film||Best First Film,0,,1,Best Actress,0,,1,Best New Filmmaker,0,,1,Best First Film,3,|Best Music|Best Supporting Actor,3,|Best Music|Best Supporting Actor,2012,7,5,4
2013,Saving Mr. Banks,tt2140373,PG-13,125,Biography|Comedy|Drama,7.5,65,"Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",123256,83300000,2013-12-20,314,411,1892,0,22,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,"Best Achievement in Music Written for Motion Pictures, Original Score",0,,1,Best Performance by an Actress in a Motion Picture - Drama,0,,5,"Best Costume Design|Best Leading Actress|Outstanding Debut by a British Writer, Director or Producer|Anthony Asquith Award for Film Music|Best British Film",0,,1,Outstanding Performance by a Female Actor in a Leading Role,0,,4,Best Score|Best Costume Design|Best Actress|Best Picture,0,,0,,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,1,Period Film,0,,0,,0,,1,Excellence in Period Film,0,,4,"Best Music, Adapted Song|Best Movie Poster|Best Costume Design|Best Actress",0,,0,,0,,0,,0,,2,British Actress of the Year|Supporting Actor of the Year,0,,1,Best Edited Feature Film - Dramatic,0,,0,,0,,0,,0,,1,Best Actress,0,,0,,0,,0,,0,,0,,2013,12,20,5
2016,The Accountant,tt2140479,R,128,Action|Crime|Drama,7.4,51,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise.",104713,86200000,2016-10-14,264,276,25,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2016,10,14,5
2014,American Sniper,tt2179136,R,133,Action|Biography|Drama,7.3,72,"Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home to his wife and kids after four tours of duty, however, Chris finds that it is the war he can't leave behind.",341092,350120000,2015-01-16,923,494,423,5,18,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,6,Best Achievement in Sound Mixing|Best Achievement in Film Editing|Best Adapted Screenplay|Best Performance by an Actor in a Leading Role|Best Motion Picture of the Year|Best Achievement in Sound Editing,0,,0,,0,,2,Best Sound|Best Adapted Screenplay,0,,0,,1,Best Actor in an Action Movie,2,Best Action Movie|Best Actor in an Action Movie,0,,1,Outstanding Directorial Achievement in Feature Film,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,1,Contemporary Film,0,,1,Best Adapted Screenplay,0,,0,,2,Best Movie Trailer|Best Sound Mixing,3,"Best Writing, Screenplay Based on Material from Another Medium|Best Movie Trailer|Best Sound Mixing",0,,0,,0,,0,,0,,0,,0,,1,Best Edited Feature Film - Dramatic,0,,0,,0,,0,,2,Best Actor|Best Picture,6,Best Adapted Screenplay|Best Supporting Actress|Best Cinematography|Best Director|Best Actor|Best Picture,0,,0,,0,,0,,0,,0,,2015,1,16,5
2014,Into the Woods,tt2180411,PG,125,Adventure|Comedy|Drama,6.0,69,A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.,106382,128000000,2014-12-25,792,325,597,1,22,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,3,Best Achievement in Production Design|Best Achievement in Costume Design|Best Performance by an Actress in a Supporting Role,0,,3,Best Performance by an Actress in a Supporting Role in a Motion Picture|Best Performance by an Actress in a Motion Picture - Comedy or Musical|Best Motion Picture - Comedy or Musical,0,,2,Best Costume Design|Best Make Up & Hair,0,,1,Outstanding Performance by a Female Actor in a Supporting Role,0,,5,Best Acting Ensemble|Best Hair & Makeup|Best Costume Design|Best Art Direction|Best Supporting Actress,0,,0,,0,,0,,0,,1,Fantasy Film,0,,0,,1,Excellence in Fantasy Film,1,Excellence in Fantasy Film,0,,6,"Best Makeup and Hairstyling|Best Costume Design|Best Production Design|Best Music, Adapted Song|Best Music, Adapted Song|Best Music, Adapted Song",0,,0,,0,,0,,0,,2,Young British Performer of the Year|British Actress of the Year,0,,1,Best Edited Feature Film - Comedy or Musical,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2014,12,25,4
2013,The Purge,tt2184339,R,85,Horror|Sci-Fi|Thriller,5.7,41,"In the future, a wealthy family is held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legalized.",150051,64420000,2013-06-07,588,370,1159,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2013,6,7,5
2013,Grown Ups 2,tt2191701,PG-13,101,Comedy,5.4,19,"After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and 400 costumed party crashers sometimes crazy follows you.",111737,133670000,2013-07-12,262,138,787,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Favorite Comedic Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2013,7,12,5
2014,The Other Woman,tt2203939,PG-13,109,Comedy|Romance,6.0,39,"After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",108326,83910000,2014-04-25,194,198,1219,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Favorite Comedic Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2014,4,25,5
2013,Before Midnight,tt2209418,R,109,Drama|Romance,7.9,94,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,101404,8110000,2013-06-14,271,409,2410,3,14,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,Best Adapted Screenplay,0,,1,Best Performance by an Actress in a Motion Picture - Comedy or Musical,0,,0,,0,,0,,0,,1,Best Adapted Screenplay,0,,0,,0,,0,,0,,0,,0,,1,Best Adapted Screenplay,0,,0,,0,,2,"Best Writing, Screenplay Based on Material from Another Medium|Best Picture",0,,3,Best Adapted Screenplay|Best Actress|Best Picture,0,,0,,0,,0,,0,,0,,1,Screenwriter of the Year,1,Screenwriter of the Year,1,Austin Film Award,2,Best Film|Austin Film Award,0,,1,Best Adapted Screenplay,0,,0,,0,,1,Best Screenplay,1,Best Screenplay,1,Best Screenplay,2013,6,14,5
2020,Love and Monsters,tt2222042,PG-13,109,Action|Adventure|Comedy,7.0,61,"In a monster-infested world, Joel learns his girlfriend is just 85 miles away. To make the dangerous journey, Joel discovers his inner hero to be with the girl of his dreams.",49456,1070714,2020-10-16,590,121,263,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Achievement in Visual Effects,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2020,10,16,5
2014,Big Hero 6,tt2245084,PG,102,Animation|Action|Adventure,7.9,74,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",296501,222490000,2014-11-07,441,389,586,0,10,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Animated Feature Film of the Year,0,,1,Best Animated Feature Film,0,,1,Best Animated Feature Film,0,,0,,0,,1,Best Animated Feature,0,,0,,0,,1,Outstanding Producer of Animated Theatrical Motion Pictures,0,,0,,0,,0,,0,,0,,0,,3,Best Sound Effects Editing|Best Voice-Over Performance|Best Animated Picture,0,,1,Best Animated Feature,0,,0,,0,,0,,0,,1,Best Edited Animated Feature Film,0,,0,,0,,0,,0,,1,Best Animated Film,0,,0,,0,,0,,0,,0,,2014,11,7,5
2014,Gone Girl,tt2267998,R,149,Crime|Drama|Mystery,8.1,79,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",608769,167740000,2014-10-03,1150,576,86,14,39,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,Best Performance by an Actress in a Leading Role,0,,4,Best Original Score - Motion Picture|Best Screenplay - Motion Picture|Best Performance by an Actress in a Motion Picture - Drama|Best Director - Motion Picture,0,,2,Best Adapted Screenplay|Best Leading Actress,0,,1,Outstanding Performance by a Female Actor in a Leading Role,1,Best Adapted Screenplay,6,Best Score|Best Editing|Best Director|Best Actress|Best Picture|Best Adapted Screenplay,0,,0,,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,1,Contemporary Film,0,,1,Best Adapted Screenplay,0,,1,Excellence in Contemporary Film,3,"Best Writing, Screenplay Based on Material from Another Medium|Best Breakthrough Performance - Female|Best Feature Debut",8,"Most Cinematic Moment|Best Music, Original Score|Best Picture|Best Director|Best Actress|Best Writing, Screenplay Based on Material from Another Medium|Best Breakthrough Performance - Female|Best Feature Debut",2,Best Adapted Screenplay|Best Actress,3,Best Editing|Best Adapted Screenplay|Best Actress,1,Favorite Thriller Movie,1,Favorite Thriller Movie,1,British Actress of the Year,1,British Actress of the Year,0,,1,Best Edited Feature Film - Dramatic,3,Film of the Year|Screenwriter of the Year|Sound of the Year,3,Film of the Year|Screenwriter of the Year|Sound of the Year,2,Best Adapted Screenplay|Best Actress,3,Best Film|Best Adapted Screenplay|Best Actress,1,Best Actress,2,Best Adapted Screenplay|Best Actress,0,,0,,0,,0,,0,,0,,2014,10,3,5
2014,The Grand Budapest Hotel,tt2278388,R,99,Adventure|Comedy|Drama,8.1,88,"The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend.",508058,59070000,2014-03-28,656,542,260,25,73,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,9,"Best Original Screenplay|Best Achievement in Film Editing|Best Achievement in Cinematography|Best Achievement in Directing|Best Motion Picture of the Year|Best Achievement in Production Design|Best Achievement in Music Written for Motion Pictures, Original Score|Best Achievement in Makeup and Hairstyling|Best Achievement in Costume Design",1,Best Motion Picture - Comedy or Musical,4,Best Screenplay - Motion Picture|Best Performance by an Actor in a Motion Picture - Comedy or Musical|Best Director - Motion Picture|Best Motion Picture - Comedy or Musical,5,Best Make Up & Hair|Best Original Screenplay|Best Production Design|Best Costume Design|Best Original Music,11,|Best Film|Best Sound|Best Editing|Best Cinematography|Best Leading Actor|Best Make Up & Hair|Best Original Screenplay|Best Production Design|Best Costume Design|Best Original Music,0,,1,Outstanding Performance by a Cast in a Motion Picture,3,Best Comedy Movie|Best Costume Design|Best Art Direction,11,Best Acting Ensemble|Best Actor in a Comedy Movie|Best Cinematography|Best Original Screenplay|Best Director|Best Young Actor/Actress|Best Actor|Best Picture|Best Comedy Movie|Best Costume Design|Best Art Direction,0,,1,Outstanding Directorial Achievement in Feature Film,0,,1,Outstanding Producer of Theatrical Motion Pictures,1,Period Film,1,Period Film,1,Best Original Screenplay,1,Best Original Screenplay,1,Excellence in Period Film,1,Excellence in Period Film,3,"Best Costume Design|Best Production Design|Best Writing, Screenplay Written Directly for the Screen",17,"Best Movie Poster|Best Movie Trailer|Most Cinematic Moment|Best Titles Sequence|Best Makeup and Hairstyling|Best Cinematography|Best Film Editing|Best Music, Original Score|Best Casting|Best Breakthrough Performance - Male|Best Picture|Best Director|Best Ensemble|Best Youth Performance|Best Costume Design|Best Production Design|Best Writing, Screenplay Written Directly for the Screen",3,Best Cinematography|Best Original Screenplay|Best Picture,6,Best Editing|Best Actor|Best Director|Best Cinematography|Best Original Screenplay|Best Picture,0,,0,,1,Screenwriter of the Year,5,Technical Achievement of the Year|Director of the Year|Young British Performer of the Year|Film of the Year|Screenwriter of the Year,1,Best Edited Feature Film - Comedy or Musical,1,Best Edited Feature Film - Comedy or Musical,1,Costume Designer of the Year,1,Costume Designer of the Year,0,,1,Best Film,1,Best Actor,4,Best Original Screenplay|Best Comedy Film|Best Original Score|Best Actor,0,,0,,1,Best Screenplay,1,Best Screenplay,2,Best Production Design|Best Screenplay,5,Best Editing|Best Director|Best Picture|Best Production Design|Best Screenplay,2014,3,28,5
2015,Love the Coopers,tt2279339,PG-13,107,Comedy,5.7,31,The intertwined stories of four generations of Coopers unfold right before the annual family reunion on Christmas Eve.,12016,26280000,2015-11-13,81,102,1012,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2015,11,13,5
